"id","name","number_of_seasons","number_of_episodes","original_language","vote_average","overview","adult","first_air_date","last_air_date","homepage","in_production","popularity","type","status","tagline","genres","created_by","languages","networks","origin_country","spoken_languages","production_companies","production_countries","episode_run_time"
1615,Chip 'n' Dale Rescue Rangers,3,65,en,7.5329999999999995,"Chip and Dale head a small, eccentric group of animal characters who monitor not only the human world, but the animal community as well, solving mysteries wherever they may be. The ""Rescue Rangers"" take the cases that fall through the cracks.",False,"1989-03-04","1990-11-19",http://movies.disney.com/chip-n-dale-rescue-rangers,False,114.63600000000001,Scripted,Ended,"","Animation, Comedy, Kids, Family","Alan Zaslove, Tad Stones",en,"Disney Channel, Syndication",US,English,Disney Television Animation,"",22
424,Torchwood,4,41,en,7.3,"The exploits a team of people whose job is to investigate the unusual, the strange and the extraterrestrial.",False,"2006-10-22","2011-09-09",http://www.bbc.co.uk/programmes/b006m8ln,False,30.733000000000004,Scripted,Ended,Save the Planet (One Alien at a Time),"Sci-Fi & Fantasy, Action & Adventure, Drama",Russell T Davies,en,"BBC Three, BBC One, Starz, BBC Two",GB,English,"BBC Worldwide, BBC Wales",United Kingdom,45
346,American Dragon: Jake Long,2,55,en,7.815,"American Dragon is a coming of age comedy-action series about Jake Long, a 13-year-old Asian-American boy who strives to find balance in his life as a skateboard-grinding, New York 'tween while learning to master his mystical powers (in his secret identity) as the American Dragon, the protector and guardian of all magical creatures secretly living amidst the human world.",False,"2005-01-21","2007-09-01",http://www.jeffgoode.com/tv/americandragon/index.htm,False,154.025,Scripted,Ended,"","Animation, Comedy, Action & Adventure, Family",Jeff Goode,en,Disney Channel,US,English,Disney Television Animation,United States of America,22
93811,Into the Night,2,12,fr,7.273999999999999,"When the sun suddenly starts killing everything in its path, passengers on an overnight flight from Brussels attempt to survive by any means necessary.",False,"2020-05-01","2021-09-08",https://www.netflix.com/title/81008221,False,17.453,Scripted,Ended,The darkest hour is just before the dawn.,Sci-Fi & Fantasy,Jason George,"nl, en, fr, ru, es",Netflix,BE,"Nederlands, English, Français, Pусский, Español",Entre Chien et Loup,Belgium,37
68073,The Loud House,7,317,en,7.828,"Welcome to the Loud House, where life can get pretty crazy. One boy, TEN girls?! Lincoln Loud wouldn’t change it for the world!",False,"2016-05-02","2023-09-14",https://www.nick.com/shows/loud-house,True,726.7189999999999,Scripted,Returning Series,"","Animation, Comedy, Family, Kids, Mystery",Chris Savino,en,Nickelodeon,US,English,Nickelodeon Animation Studio,United States of America,11
91977,Motherland: Fort Salem,3,30,en,8.083,"Set in an alternate America where witches ended their persecution over 300 years ago by cutting a deal with the government to fight for their country, the series follows three young women from basic training in combat magic into early deployment.",False,"2020-03-18","2022-08-23",https://freeform.go.com/shows/motherland,False,72.288,Scripted,Ended,Born witches. Made warriors.,"Sci-Fi & Fantasy, Drama",Eliot Laurence,en,Freeform,US,English,"Freeform Studios, Gary Sanchez Productions, Hyperobject Industries",United States of America,45
45094,The Following,3,45,en,6.821000000000001,"Notorious serial killer Joe Carroll, after being found guilty of murdering 14 female students on the Virginia college campus where he taught literature, escapes from death row. The FBI calls former agent Ryan Hardy to consult on the case, as he was the one responsible for Carroll’s capture in 2003. Ryan, working closely with an FBI team, including Mike Weston and FBI Specialist Debra Parker, piece together the ever-growing web of murders orchestrated by the devious Carroll.",False,"2013-01-21","2015-05-15",http://www.fox.com/the-following/,False,28.945999999999998,Scripted,Canceled,Killer instinct.,"Crime, Drama",Kevin Williamson,en,FOX,US,English,Outerbanks Entertainment,United States of America,43
58539,Wild at Heart,1,162,es,7.8,"Corazón indomable is a Mexican telenovela produced by Nathalie Lartilleux for Televisa. It is a remake of Marimar, produced in 1994, and starring Thalía and Eduardo Capetillo.

Ana Brenda Contreras and Daniel Arenas star as the protagonists, while Ingrid Martz, Elizabeth Álvarez, Carlos de la Mota and René Strickler star as the antagonists.",False,"2013-02-25","2013-10-08","",False,185.31799999999998,Scripted,Ended,"","Drama, Soap","Inés Rodena, Carlos Romero",es,"Univision, Las Estrellas",MX,Español,Televisa,Mexico,42
62413,Killjoys,5,50,en,6.879,"An action-packed adventure series following a fun-loving, hard living trio of interplanetary bounty hunters (a.k.a. Killjoys) sworn to remain impartial as they chase deadly warrants around the Quad, a system of planets on the brink of revolution.",False,"2015-06-19","2019-09-20",http://www.syfy.com/killjoys,False,23.081,Scripted,Ended,"","Action & Adventure, Sci-Fi & Fantasy",M. A. Lovretta,en,"Syfy, Space",CA,English,Temple Street Productions,Canada,43
16830,Hellsing,1,13,ja,8.001000000000001,"Vampires exist. It is the duty of Hellsing, an organization sponsored by the British government, to hide that frightening fact and protect the blissfully unaware populace. Along with its own personal army, Hellsing also has a few secret weapons. Alucard, an incredibly powerful vampire, has been controlled by Hellsing for years. Although he dislikes being a servant to the Hellsing family, he certainly enjoys his job as Hellsing’s vampire exterminator. Seras is a fledgling vampire and a former police woman. Although reluctant to embrace her new self, she is still a valuable member of the organization. Integra Hellsing, the current leader, is usually fully capable of fulfilling her duty, but lately, vampire activity has been on the rise. Unfortunately, the cause is more alarming than anything she could have imagined...",False,"2001-10-10","2002-01-16",https://www.nbcuni.co.jp/rondorobe/anime/hellsing/,False,24.793,Scripted,Ended,"In the name of God, impure souls of the living dead shall be banished into eternal damnation. Amen.","Action & Adventure, Animation, Mystery, Sci-Fi & Fantasy",Umanosuke Iida,ja,Fuji TV,JP,日本語,GONZO,Japan,23
1087,Serial Experiments Lain,1,13,ja,8.197999999999999,"Lain—driven by the abrupt suicide of a classmate—logs on to the Wired and promptly loses herself in a twisted mass of hallucinations, memories, and interconnected-psyches.",False,"1998-07-06","1998-09-28",https://www.nbcuni.co.jp/rondorobe/anime/lain,False,18.910999999999998,Scripted,Ended,"Close the world, Open the nExt.","Animation, Drama, Sci-Fi & Fantasy, Mystery","",ja,TV Tokyo,JP,日本語,"Pioneer LDC, Triangle Staff",Japan,24
82585,The Inmate,1,13,es,7.0,"A former U.S. Marine, Lázaro Mendoza, enters a maximum security prison in Mexico (La Rotunda), under a false identity and accused of an alleged triple murder. Now as Dante Pardo, his mission is to infiltrate a dangerous band of inmates and guards that operate inside and outside of prison who are the prime suspects of the kidnapping of the teenage daughter of U.S. Judge, John Morris. Inside La Rotunda, Lázaro has to find out who carried out the kidnapping and the whereabouts of the girl.",False,"2018-09-25","2018-10-11","",False,16.672,Scripted,Canceled,"","Drama, Crime","",es,Telemundo,MX,Español,Telemundo Studios,Mexico,60
96129,Don't F**k with Cats: Hunting an Internet Killer,1,3,en,7.648999999999999,A group of online justice seekers track down a guy who posted a video of him killing kittens.,False,"2019-12-18","2019-12-18",https://www.netflix.com/title/81031373,False,8.126000000000001,Miniseries,Ended,"","Documentary, Crime","",en,Netflix,GB,English,RAW,"United Kingdom, United States of America",62
5687,The Smurfs,9,422,en,6.989,"Classic Saturday-morning cartoon series featuring magical blue elf-like creatures called Smurfs. The Smurfs, named for their personalities, inhabit a village of mushroom houses in an enchanted forest. These loveable creatures are led by Papa Smurf and live carefree... except for one major threat to their existance: Gargamel, an evil but inept wizard who lives in a stone-built house in the forest; and his feline companion, the equally nasty Azrael. ",False,"1981-09-12","1989-12-02",http://www.smurf.com/,False,92.76299999999999,Scripted,Ended,"","Animation, Family, Sci-Fi & Fantasy, Kids",Peyo,en,"NBC, France 2, Antenne 2, La Cinq",US,English,"SEPP International S.A., Hanna-Barbera Productions, Dupuis","",11
82424,SKAM Spain,4,39,es,7.763,"The series accompanies a group of 16-year-olds on the journey of their life following their day to day in real time. Dependence on social media, how they face sex, love and ruptures, religion, the search of their identity and the need to fit in.",False,"2018-09-16","2020-10-25",http://skamespana.movistarplus.es,False,31.451999999999998,Scripted,Ended,"","Drama, Comedy","",es,#0,ES,Español,Movistar+,Spain,30
108296,Resident Evil,1,8,en,5.797000000000001,"Nearly three decades after the discovery of the T-virus, an outbreak reveals the Umbrella Corporation's dark secrets. Based on the horror franchise.",False,"2022-07-14","2022-07-14",https://www.netflix.com/title/80996532,False,23.084,Scripted,Canceled,Evil has evolved. Again.,"Drama, Sci-Fi & Fantasy",Andrew Dabb,en,Netflix,US,English,"Constantin Television, Amalgamated Nonsense","Germany, United States of America",55
5459,Don't Mess with an Angel,1,194,es,7.5,"Cuidado Con El Ángel is a Telenovela distributed by Televisa starring Maite Perroni and William Levy. The telenovela, a production of Nathalie Lartilleux, premiered on June 9, 2008 and finished its broadcast March 6, 2009. It had millions of viewers worldwide, and broke records in America.",False,"2008-06-09","2009-03-05","",False,131.746,Scripted,Ended,Don't Mess with an Angel,"Drama, Soap",Delia Fiallo,es,"Univision, Las Estrellas",MX,Español,Televisa,Mexico,60
71225,Cable Girls,5,42,es,7.834999999999999,"In 1920s Madrid, four women at the National Telephone Company ring in revolution as they deal with romance, envy and the modern workplace.",False,"2017-04-28","2020-07-03",https://www.netflix.com/title/80100929,False,29.636000000000003,Scripted,Ended,Las Chicas del Cable,Drama,"Ramón Campos, Gema R. Neira, Teresa Fernández-Valdés",es,Netflix,ES,Español,Bambú Producciones,Spain,50
155537,Black Bird,1,6,en,8.15,"As Jimmy Keene begins a 10-year prison sentence, he gets an incredible offer: If he can elicit a confession from suspected killer Larry Hall, Jimmy will be freed. Completing this mission becomes the challenge of a lifetime.",False,"2022-07-07","2022-08-04",https://tv.apple.com/show/umc.cmc.30gx1y8nwthydkrvhqu156p3,False,52.431000000000004,Miniseries,Ended,One man’s freedom hides in another man’s darkness.,"Drama, Crime",Dennis Lehane,en,Apple TV+,US,English,"Imperative Entertainment, EDEN Productions, EMJAG Productions, Crime Story Media, Hans Bubby",United States of America,60
14396,The Adventures of Super Mario Bros. 3,1,26,en,7.587000000000001,"The Mario Bros., Princess Toadstool, and Toad protect the Mushroom Kingdom against the evil forces of Bowser and his seven Koopa Kids.",False,"1990-09-08","1990-12-01","",False,80.54100000000001,Scripted,Ended,"","Family, Animation, Kids","",en,NBC,US,English,"DiC Entertainment, Nintendo",United States of America,11
903,Black Books,3,18,en,8.021,"Black Books centres around the foul tempered and wildly eccentric bookshop owner Bernard Black. Bernard’s devotion to the twin pleasures of drunkenness and wilful antagonism deepens and enriches both his life and that of Manny, his assistant. Bearded, sweet and good, Manny is everything that Bernard isn’t and is punished by Bernard relentlessly just for the crime of existing. They depend on each other for meaning as Fran, their oldest friend, depends on them for distraction.

Black Books is a haven of books, wine and conversation, the only threat to the group’s peace and prosperity is their own limitless stupidity.",False,"2000-09-29","2004-04-15",http://www.channel4.com/programmes/black-books/,False,27.151,Scripted,Ended,"",Comedy,"Dylan Moran, Graham Linehan",en,Channel 4,GB,English,"Channel 4 Television, Assembly Film and Television, Big Talk Productions",United Kingdom,25
